id,tweet,label
233,@elonmusk  is teh #cybertruck  going to have side mirrors ?  and is it using airblades and hydrophobic glass for windshield wipers ?,cybertruck
234,"Again, another loaded demo smh. The #Cybertruck didn't drag an electric f150 and now shaming a 20 year old F350? I'm not a Ford guy. I'm a truth and fairness guy. This is why I laugh at all the problems #tesla owners are having with their vehicles and tesla associates.",cybertruck
235,"Hey @elonmusk Any chance #CyberTruck could have the front of itâ€™s bed fold down over the rear cab seats? It would greatly expand bed length and be awesome for camping/access to cab, esp. with tonneau rolled up.",cybertruck
236,"#Cybertruck #Tsla @Tesla @elonmusk @ClubTeslaES 
Source: https://www.instagram.com/p/B5rA-TLH5uE/?igshid=hwt5e2y89cigÂ â€¦ pic.twitter.com/ZtT9nLgOKr",cybertruck
237,.@BMW montre Ã  @Tesla ce qu'est rÃ©ellement un vÃ©hicule blindÃ© alors qu'Elon Musk s'est vantÃ© de la rÃ©sistance aux balles du #Cybertruck  https://www.caradisiac.com/bmw-montre-a-tesla-ce-qu-est-reellement-un-vehicule-blinde-180160.htmÂ â€¦ via @Caradisiac,cybertruck
238,@elonmusk but when are you gonna make the sides and shit solar panels so it can charge itself? ðŸ¤·ðŸ¾â€â™‚ï¸ #Cybertruck,cybertruck
239,The Tesla #Cybertruck is the first stainless-steel vehicle since the ill-fated #DeLorean â€” here's a closer look at both  https://news.yahoo.com/tesla-cybertruck-first-stainless-steel-225600290.htmlÂ â€¦ #Tesla #ElonMusk #Teslacybertruck #BacktoTheFuture #Tech #CoolTech #Cars,cybertruck
240,"The wait is finally over! My #Tesla #Cybertruck video has arrived! Enjoy!

 https://youtu.be/c_1qts0DsJsÂ ",cybertruck
241,Credits for this #cybertruck render to: @MO_AOUN,cybertruck
242,"Wife: how much monthly for a Tesla?
Me: Depends on model, software & range sweetie!
Wife: Are they gonna give us a Solar Panel?
Me: Why would they give us a solar panel babe?
Wife: When we buy a cell phone they give us a charger to charge it with right?
#Cybertruck @elonmusk",cybertruck
243,Hey check this out @elonmusk ! #Cybertruck #Tesla https://youtu.be/pwp2hJEHN18Â ,cybertruck
244,"People realize that if we keep complaining that the headlights on #cybertruck are too small theyâ€™re just going to add popups, right?",cybertruck
245,Musk cultists should be sent to re-education camps. Draconian? Yes. Fair and just? Also yes #Cybertruck #CancelTesla,cybertruck
246,"Cyber Roadster? â›“âš”ï¸
I kinda like this mix of the two sexiest cars!! 
If such a vehicle is built in the future, we need the SpaceX rocket thrusters on it @elonmusk ! ðŸ”¥ðŸ¦¾
#cybertruck #tesla $TSLA pic.twitter.com/CtutAfsI3t",cybertruck
247,Blade Cyber Truck Runner #Tesla #Cybertruck #evmobility #ElectricVehicles @ElectrekCo https://www.youtube.com/watch?v=pwp2hJEHN18&feature=youtu.beÂ â€¦,cybertruck
248,How cool would it be having a Cybertruck in NFS Pro Street #nfs #prostreet #cybertruck #nfscybertruck #teslanfs #needforspeedtesla #needforspeed #needforspeedcybertruck #nfsphotoshop pic.twitter.com/FmgJ47dWvK,cybertruck
249,"First they laugh at you, then they call you crazy... changing hearts and minds was ever thus. Despite angry rhetoric, certain @Mrdotdot will see the light and be riding one of my new biodegradable bicycles before long ðŸš² #Cybertruck #CancelTesla https://twitter.com/Mrdotdot/status/1202451556081246209Â â€¦",cybertruck
250,"Good point, would be cool if they end up going with the same cell developed for the #CyberTruck in both the 3 & Y.",cybertruck
251,"Me when anyone disses the cybertruck.

#Cybertruck #design #supercars #designtwitter pic.twitter.com/SXi5DSw8Si",cybertruck
252,"Do I sense a twinge of doubt about the sexiness of the #Cybertruck? 

For shame!

ðŸ¤£",cybertruck
253,Letâ€™s talk About TESLAâ€™S CYBER TRUCK. This is a crazy new design for a truck and guess what we love it! This design is the future of a new line up for electric Trucks. What do you guys think? #cybertruck #teslaâ€¦  https://www.instagram.com/p/B5rZdMtlZ_K/?igshid=ine3qru42596Â â€¦,cybertruck
254,"#MagneticTapes x @Tesla We saw the future, we saw it together. Check out our new single set to the #Cybertruck !!! https://youtu.be/v-xj5bh9OaQÂ ",cybertruck
255,"@elonmusk we were expecting a high quality vanilla ice cream and you bring out an entire buffet of the finest desserts.
Gelatos, brownies, cheesecakes, belgian waffles, apple pie & much much more.
$TSLA #Tesla #Cybertruck
 https://youtu.be/Dum1s4gfSD4Â ",cybertruck
256,Penny for your thoughts on Tesla's #Cybertruck,cybertruck
257,Hey @elonmusk  give this hero a new #Cybertruck,cybertruck
258,And the fact that people enjoy something that you don't makes you furious is kinda crazy. You ok over there? #Cybertruck @elonmusk,cybertruck
259,#Tesla #CyberTruck Krystallnacht - more details and will a truck guy buy it?  https://youtu.be/Dum1s4gfSD4Â  via @YouTube,cybertruck
260,Lmao doubt it. Having the #Cybertruck isnâ€™t enough to keep or take my woman. Itâ€™ll take a hell of a lot more than that.,cybertruck
261,Enjoying a product that is creative and is refreshing to see is not worship. You have no idea what you are talking about and talking out your ass. #Cybertruck,cybertruck
262,"Unlike #Tesla #Cybertruck, #Neuron's T/One looks like an #electricpickup.

âœ…Subscribe to our newsletter and stay tuned in the world of technology.
ðŸ‘‰  https://steveandelon.com/Â  pic.twitter.com/CFODZjiZ0Q",cybertruck
263,Hey @elonmusk could my next road side assistance vehicles be a Tesla #Cybertruck? Would itâ€™s battery be able to jump start any dead fossil fuel carâ€™s battery and have a air compressor to pump up any tires?,cybertruck
264,Tesla showroom in COCO Park in Shenzhen. No #Cybertruck tho ðŸ’ðŸ»â€â™‚ï¸ EV is the norm in this #greaterbayarea city. pic.twitter.com/YUL2lXB2B0,cybertruck
265,"One of the best ones I've played yet!

Can't get enough of the creativity of this community. 
#CYBRTRK #Cybertruck #Tesla
 http://blandman.github.io/cybertruckÂ  pic.twitter.com/F4w1t59yhk",cybertruck
266,#Cybertruck  https://blog.consumerguide.com/cybertruck-design/Â â€¦,cybertruck
267,epic ðŸ˜‚ #CyberTruck #tesla  https://www.facebook.com/1708459601/posts/10206232513367613/Â â€¦,cybertruck
268,@elonmusk can we have cyber truck but like this #cybertruck  pic.twitter.com/4Amw6BYkOj,cybertruck
269,itâ€™s a russian #Cybertruck I suppose. (spotted this morning while commuting to hospital)  pic.twitter.com/XApWjKujMG,cybertruck
270,@Tesla I hope the #cybertruck will have a great sound system option like â€harman kardon bmwâ€ sound is everything. @elonmusk,cybertruck
271,"Two #cybertruck order holders, Iâ€™m absolutely certain.",cybertruck
272,@elonmusk can the #cybertruck have a Back to the future control screen? Please? @Tesla Pretty please?,cybertruck
273,"Cyber truck incoming! What design do think I should put?
.
.
.
.
#cybertruck #truck #toycars #toytruck #toytrucks #electrictoycar  https://www.instagram.com/p/B5rVudYDwAb/?igshid=k9co992yptm8Â â€¦",cybertruck
274,"ðŸ’ðŸ¼â€â™€ï¸Heyyy @elonmusk itâ€™s officialâ€”only 30 DAYS until my boyfriendâ€™s 30thðŸŽ‚Birthday! Will you PLEASE make me the best girlfriend ever & TWEET @SnoodBrennan HAPPY BIRTHDAY on (or before) 01.04.2020 Thank you! #30isComing ðŸ¥¶
#cheersto30years ðŸ»#myboyfrienddrivesatesla
#Cybertruck â¤ï¸",cybertruck
275,"@Tesla #cybertruck Love it or Hate it, you cannot ignore it. Some call it a marketing master stroke by @elonmusk https://lnkd.in/dThy6hYÂ ",cybertruck
276,Oh boy my MacBook definitely needs a @V2Trucks Cybersticker  https://trucksv2.com/products/cyber-stickersÂ â€¦ just canâ€™t stop thinking about #cybertruck,cybertruck
277,"Hi @elonmusk, I dont know if this will catch your attention at all, but here's a stylistic 3D render that we made revealing the @Tesla Cybertruck. Hope you like it. ðŸ™‚
 https://www.youtube.com/watch?v=1vKGMOr7DbAÂ â€¦
#tesla #cybrtrk #cybertruck #3D #ElonMusk",cybertruck
278,"#Cybertruck I like the idea of drilling holes for racks, tiedowns, etc. in the body and bed and not worrying about starting a rust attack. @elonmusk can you publish a ""safe to drill here"" guide?",cybertruck
279,I think it was @elonmusk testing out the new #cybertruck,cybertruck
280,"@elonmusk #Cybertruck Hi Elon, what does a full tank of electrons weigh? Don't want to exceed GVWR.",cybertruck
281,"You know that itâ€™s the software that makes tesla great!!! If you take out the fantastic software, no one would even think about #Cybertruck",cybertruck
282,So awesome to see DIESEL guys getting excited about an ELECTRIC truck! Canâ€™t wait to see the @Tesla #CyberTruck customized!  pic.twitter.com/RKVYzkUQK4,cybertruck
283,#CyberTruck  pic.twitter.com/ibv98u4MfY,cybertruck
284,So true. I fell asleep missed the reveal woke up an hr after only to be disappointed. Then I watched videos read all about it online and 45 minutes later I ordered it and now I cant stop looking at it and wanting it in my driveway! Please bring #cybertruck ahead of schedule!,cybertruck
285,"Dear @elonmusk, need your help! Plans just fell through for our float vehicle in the #EncinitasHolidayParade on Dec 7. My 8yr-old suggested we borrow a #CyberTruck. We represent a #YMCAAdventureClub camping group, so version w/tent would be especially cool. pic.twitter.com/hJxJkVTN2E",cybertruck
286,"Holy crud... the #Cybertruck is a foot longer than a Suburban! 

There goes the argument for it replacing the family car.",cybertruck
287,"hereâ€™s a free #cybertruck

enjoy",cybertruck
288,@elonmusk should put a gun rack in the @Tesla #Cybertruck for a @boringcompany #NotAFlamethrower,cybertruck
289,So now all products gonna looks like prism after @elonmusk #Cybertruck,cybertruck
290,"So I designed the CYBERBIKE.
@elonmusk @Tesla #cyberpunk #Cybertruck #memes #3D pic.twitter.com/zDocGQd1uo",cybertruck
291,"If I had the money and weren't paying for college, I would totally buy a #Cybertruck 

Halo Warthog anyone?",cybertruck
292,"The world of fiction is like ""John the Baptist"" it plays the role of the forerunner. Eventually ""Jesus"" always appears. I.e the #Cybertruck 

The line between fiction and real is becoming blurrier by the day.  @elonmusk  understands this. And the world will be better for it.",cybertruck
293,"The market needs to understand that the Cybertruck is not just a ""side show / PR stunt"". 

It's a product that @elonmusk has built (7+ yrs) to take over the pickup truck industry across the world by storm! ðŸŒŽâš¡ï¸

Pre-orders should materially convert to real orders!ðŸ’«
#Cybertruck",cybertruck
294,If I hadn't heard of #Cybertruck I would think this was some bad CGI from a video student,cybertruck
295," https://youtu.be/iWW5MPcOzIAÂ  

2k isnâ€™t the only thing I play I think I was the first to do the Tesla truck on need for speed ðŸ¤·ðŸ½â€â™‚ï¸ like it up 
#NeedforSpeed #NeedforSpeedHeat #gaming #youtube #teslatruck #Cybertruck #meme #funny",cybertruck
296,"Damn, Elon is so good to his customers #tesla #cybertruck #tailgate #ev #trucks @ Lawrenceville, Georgia  https://www.instagram.com/p/B5rMTDLHVKe/?igshid=1vt5ik837opbÂ â€¦",cybertruck
297,"#Cybertruck in #GoldenEye #N64 !!!  Just in time for the new 007 movie!  So awesome and fun!  ðŸ˜‚

Featuring an appearance by EloN64 himself!  ðŸ˜‰
#Tesla #CYBRTRK Nice work @Graslu00 ðŸ‘ðŸ¼ https://twitter.com/Graslu00/status/1199828833215664129Â â€¦",cybertruck
298,Ok this is the funniest post I've seen so far about the #cybertruck ðŸ˜‚  https://twitter.com/PPathole/status/1198752912622510080Â â€¦,cybertruck
299,"A CyberBike

#CyberTruck #Tesla pic.twitter.com/qmw1HF6gOE",cybertruck
300,@elonmusk what kind of modularity #Cybertruck will have. Like put the extra battery on Cyber truck without opening any nuts,cybertruck
301,"I'm curious. The #ModelX has 5,6,7 seat interior options, but you can also get 6 people in the #Cybertruck. But, you can carry much more cargo in the Cybertruck. Which is better? People with kids, I'm talking to you! ðŸ˜",cybertruck
302,that's not the #Cybertruck that's a #Ferrari with the #Cybertruck headlights onðŸ¤“ (and #tyres )...,cybertruck
303,"No doubt it's useful. Just after seeing #cybertruck the R1T doesn't seem nearly as cool to me as it used to. However, that is my own subjective opinion.",cybertruck
304,Yes it looks different.. but Elon is different dang it he makes Rockets! Get your human rocket (Tesla) & use my code â€œNICHELLE47803â€ for free supercharging!  #cybertruck #teslatruck #tesla #teslamodel3  https://www.instagram.com/p/B5rIR79HMQo/?igshid=1bllj7447z54rÂ â€¦,cybertruck
305,"Cybertruck is inspired by games like 'Halo, says Elon Musk. #Infotechreport #Media7 #Deck7 #Cybertruck
 https://infotech.report/blogs/elon-musk-says-the-bizarre-looking-new-cybertruck-from-tesla-was-and-39inspired-by-games-like-halo-and-39-here-and-39s-how-they-compare/12136Â â€¦",cybertruck
306,#Cybertruck will carry 4x8' plywood. That checks the last box for me. Definitely going to buy my reservation now. Thanks @elonmusk & @Tesla https://twitter.com/elonmusk/status/1201950417145327616Â â€¦,cybertruck
307,"A student of mine built a #tesla #cybertruck for his mouse trap car #physics project! :) what do you think teslamotors @ Murrieta, California  https://www.instagram.com/p/B5rH1C6BTFZ/?igshid=1hgugs5ltcy5fÂ â€¦",cybertruck
308,CyberOwlðŸ¦‰ knows whoâ€™s getting a #CyberTruck ðŸ¦¾  https://twitter.com/Volantazo_LP/status/1202227198364717068Â â€¦,cybertruck
309,"This disruption is just getting stronger and stronger.

""By far my favorite CyberTruck render.""
 https://instagram.com/p/B5p3VnDHYve/?igshid=1ra3dulputnb1Â â€¦ RT@AlterViggo @Tesla #CyberTruck  pic.twitter.com/5A837hN6Wi",cybertruck
310,So compare this luxurious interior and the #cybertruck interior. Why would anyone want the latter?,cybertruck
311,"Thoughts? Tesla truck by Elon Musk ... goes for under $100K #elonmusk #teslacybertruck #cybertruck @ Miami Gardens, Florida  https://www.instagram.com/p/B5rHKGyhzq2/?igshid=1rjekrhy7ywn7Â â€¦",cybertruck
312,"Rare sighting of the new #cybertruck in Charlotte, NC!  Sure it doesn't look like a normal pickup, but #CYBRTRK doesn't follow the crowd! pic.twitter.com/hxYY3m40iY",cybertruck
313,#cybertruck inspired #LEGO mars rover.  I wonder what @elonmusk has planed for some #rockcrawling upgrades... pic.twitter.com/MzqMjJk4TK,cybertruck
314,I thank @elonmusk for daring to be different. This #Cybertruck is truly the beginning of something monumental.,cybertruck
315,"If you know your metallurgy, @Tesla #Cybertruck is pretty impressive.",cybertruck
316,"Welcome to our new world!         Get free supercharging by using my code when you order your Model S, 3, X! NICHELLE47803  #cybertruck #teslamotors #electrictruck #model3  https://www.instagram.com/p/B5rGiBKHDMQ/?igshid=mxrm1odq01joÂ â€¦",cybertruck
317,"Hey @vincent13031925 I was thinking, judging from @Tesla #Cybertruck price, #ModelS price should be lower than what it is today. Don't you think?",cybertruck
318,"#RoboTaxi #CyberTruck can Generate Income for You while you do other things you love.

Just need little money to start not the whole price of the car.",cybertruck
319,"@elonmusk, can we get this on the #CyberTruck?

 https://m.youtube.com/watch?v=HxlNkIwqGb4&feature=emb_titleÂ â€¦",cybertruck
320,Tell @LEGO_Group that you want them to make a @Tesla #cybertruck Lego set!  https://ideas.lego.com/content/project/link/feded687-eab3-4409-8e30-ee43db4b63d7Â â€¦,cybertruck
321,"This is a very interesting view of the #Cybertruck being used by companies. The logic makes sense, but I think the performance and initial costs will be the determining factors of its fixture success.  https://twitter.com/S_E_Downing/status/1199756860322131969Â â€¦",cybertruck
322,If what I read is correct about the #Cybertruck it will be the largest order of any vehicle any manufacturer! That's crazy. Way to go @elonmusk,cybertruck
323,"Surpsingly, other than a few outlets, #Cybertruck news has been pretty positive. #Tesla has another hit on their hands (but the #ModelY is next ðŸ˜‰)

#TeamElon #Tesla pic.twitter.com/MHZvZYdam8",cybertruck
324,@Tesla Wonder when #cybertruck will be autonomous. I miss driving. I'm always down to help with testing... Just sayin' @elonmusk This would be great for disabled/visually impaired/blind folks,cybertruck
325,Wonder whatâ€™s possible? The #Cybertruck triangle is an important part of its engineering.  https://twitter.com/ray4tesla/status/1202279556536684544Â â€¦,cybertruck
326,Elon Musk posted a video Tweet of the new all-electric Tesla #Cybertruck effortlessly pulling a tethered F-150 pickup as it tries to escape. #Tesla @Tesla @elonmusk #ElonMusk #musk #TeslaCybertruck #truck #Ford #FordF150 #F150 #electrictruck #ev #electric https://www.intelligentliving.co/ford-f-150-towed-uphill-by-tesla-cybertruck/Â â€¦,cybertruck
327,NASA #cybertruck  pic.twitter.com/6JEOK2bdPO,cybertruck
328,"Next level design, keeping things clean and simple, i'm a big fan, love at first sight @tesla #Cybertruck  pic.twitter.com/Sq8Adeo8Cm",cybertruck
329,"Hahaha someone hacked the tesla #Cybertruck and @elonmusk into #BondJamesBond
N64 golden eye. Hilarious ðŸ˜‚ ðŸ˜‚ https://jalopnik.com/someone-hacked-the-tesla-cybertruck-and-elon-musk-into-1840180460Â â€¦",cybertruck
330,"Tesla Cybertruck ðŸš—ðŸ”‹ðŸ”ŒðŸ˜
#cybertruck #tesla #teslatruck #teslamotors  https://www.instagram.com/p/B5rCksqH-KbK1cr299OD2ZYlbB5iOJNSWqQ5bk0/?igshid=1qegyotpx0vppÂ â€¦",cybertruck
331,Should I reserve a #cybertruck #teslatruck? Love the interior....,cybertruck
332,3M stock is going to take off once Tesla starts #Cybertruck deliveries.  https://twitter.com/teslaownersSV/status/1202260759574728705Â â€¦,cybertruck
333,#Cybertruck. #WeirdWideWeb pic.twitter.com/daC2sF7VbM,cybertruck
334,#Cybertruck la tenes atroden  pic.twitter.com/hACdmB41vQ,cybertruck
335,"@elonmusk A thought. Doesn't the #cybertruck super-strong body panels mean that there's no crumple zones? And thus your own body takes over that role in a frontal crash?   Also, have you tested the ability of standard fire-brigade jaws-of-life tools to rescue people if needed?",cybertruck
336,"ÐŸÐ¾ÐºÐ° Ð¼Ð°Ñ€Ð³Ð¸Ð½Ð°Ð»Ñ‹ Ð¸Ð· ÑÑ‚Ñ€Ð°Ð½ Ñ‚Ñ€ÐµÑ‚ÑŒÐµÐ³Ð¾ Ð¼Ð¸Ñ€Ð° ÑˆÑƒÑ‚ÑÑ‚ Ð½Ð°Ð´ ÑÑ…Ð¾Ð¶ÐµÑÑ‚ÑŒÑŽ #Cybertruck Ð¸ ÑÐ¾Ð²ÐµÑ‚ÑÐºÐ¾Ð¹ ""Ñ€Ð°ÐºÑƒÑˆÐºÐ¾Ð¹"", ÐºÐ°Ñ€Ð°Ð²Ð°Ð½ Ð¸Ð´Ñ‘Ñ‚ (Ð½Ñƒ Ð²Ñ‹ Ð¿Ð¾Ð½ÑÐ»Ð¸).
ÐœÐµÐºÑÐ¸ÐºÐ°Ð½ÑÐºÐ°Ñ Ð¿Ð¾Ð»Ð¸Ñ†Ð¸Ñ Ð¿Ñ€ÐµÐ´Ð·Ð°ÐºÐ°Ð·Ð°Ð»Ð° 15 Cybertruck Ð¾Ñ‚ @elonmusk  Ð²ÑÐ»ÐµÐ´ Ð·Ð° Ð¿Ð¾Ð»Ð¸Ñ†Ð¸ÐµÐ¹ Ð”ÑƒÐ±Ð°Ñ https://tjournal.ru/news/129649-meksikanskaya-policiya-predzakazala-15-cybertruck-ot-ilona-maska-vsled-za-policiey-dubayaÂ â€¦",cybertruck
337,"Blade Runner #Cybertruck
#ElonMusk pic.twitter.com/kjUXnvgrvr",cybertruck
338," https://liftkits4less.com/blog/2021-atlis-xt-electric-dually-hd-truck-aims-to-haul-heavy-tesla-cybertruck-who/Â â€¦

2021 Atlis XT Electric Dually HD Truck Aims To Haul Heavy! Tesla Cybertruck Who?

The electric pickup truck craze is not going to stop now. 
#dually, #big, #truck, #bed, #atlis, #electric, #cybertruck, 
#breaking, #news, #purchase, pic.twitter.com/7Oy3w5ZXqt",cybertruck
339,"I disagree. Personally I think underglow is ugly and ruins the way cars look. Though, I would much rather that than see the @Tesla #Cybertruck on the track!",cybertruck
340,@Tesla the biggest issue I see with the #Cybertruck is the fact that I can't access the bed from the side of the vehicle.  I would have to walk in and out of the bed everytime to get anything next to the cabin.  Is there any intent to have a way to access the bed from the side?,cybertruck
341,"At first I thought the #cybertruck was a joke, now I'm considering putting my name on the waiting list. Brand #TESLA did deliver once again its promise : deliver the future today. We'll done. #hateitorloveit
#branding #marketing
 https://www.inc.com/justin-bariso/elon-musk-made-cybertruck-ugly-on-purpose-and-its-smartest-thing-hes-ever-done.htmlÂ â€¦ via @Inc",cybertruck
342,I need @elonmusk to save me from these student loans so I can buy a #Cybertruck,cybertruck
343,Iâ€™m gonna tell my kids that this is @elonmuskâ€™s #Cybertruck  pic.twitter.com/PS94snX75D,cybertruck
344,"@elonmusk @Tesla #Cybertruck Mr. Elon, I presume you guys are already working on a cyberboat and trailer to pull behind that shiny new cybertruck of yours?",cybertruck
345,Rivian R1T was my favourite electric truck until the unveiling of #Cybertruck . Now I can't even look at the Rivian anymore without a feeling of massive underwhelming.  pic.twitter.com/w0ok5wJ6pK,cybertruck
346," https://www.etsy.com/listing/759342841/paleontologist-dog-collar-gift-for-aÂ â€¦
Great #Christmas #giftidea for a #dogmom who is a #paleontologist
#etsypreneur #epiconetsy #dogs #paleontology #fossil #dinosaur #Cybertruck deals  pic.twitter.com/E7wOAWpch6",cybertruck
347,"If you think about it, @Tesla #CyberTruck is the most American vehicle one can buy. It is the pickup truck 3.0 indeed! 

No wonder the interest on web is skyrocketing! @TeslaPodcast @ValueAnalyst1 pic.twitter.com/8iAoJfv7ht",cybertruck
348,"EstÃ¡ confirmado que la #Tesla #Cybertruck llegarÃ¡ al mercado con tres versiones diferentes, las cuales varÃ­an segÃºn el nÃºmero de motores disponibles, en su interior minimalista destaca una pantalla tÃ¡ctil de 17 pulgadas ðŸš™. #CauchosYa pic.twitter.com/yyUp6KF6bW",cybertruck
349,#ElonMusk Love the new tesla truck #Cybertruck,cybertruck
350,#Cybertruck meme gone too far? ðŸ¤”  https://twitter.com/StrangeCoisas/status/1202262293234540546Â â€¦,cybertruck
351,"#AGoodRead #Cybertruck could hit Cd - Drag Coefficient of .30 with extreme effort #FormulaOne cars have Cds of .7 to 1.0, bricks like Hummer H2 a Cd of .57, Honda Civic in .36-.30 range
#Aerodynamics  https://www.youtube.com/watch?time_continue=33&v=6fuLD0R1iEU&feature=emb_logoÂ â€¦
 https://electrek.co/2019/11/30/tesla-ceo-elon-musk-cybertruck-could-hit-cd-3-with-extreme-effort/Â â€¦ pic.twitter.com/Tv2B2Xjojc",cybertruck
352,Here is a great way to buy your #cybertruck (or anything) without paying taxes on your appreciated crypto. Read below ðŸ‘‡@cointracker https://www.cointracker.io/blog/tax-consequences-of-maker-vaultsÂ â€¦,cybertruck
353,"This perceptive review of #CyberTruck exploded this tiny channel, garnering 750k views, 7.5k comments, adding 7k subs to the prior few hundred.

â€œTesla's Cybertruck is a Branding Masterstrokeâ€  https://youtu.be/ND2X49-aBFQÂ ",cybertruck
354,I ordered the @Tesla #Cybertruck while it was still being revealed. @elonmusk can we take delivery at a @SpaceX launch?,cybertruck
355,"Only 1 code use left on this #cybertruck Ugly Christmas Sweatshirt.  Get your hands on one while you still can, after Dec 23rd they will be gone forever!  Use code 10testers-2m3sle to take an additional $5.00 of your order before someone else does. 

 https://hackmethod.com/product/cyber-truck/Â â€¦ pic.twitter.com/BeDUHWnqIO",cybertruck
356,"I had the same thought but didnâ€™t want to be accused of bashing Rivian. Although, maybe the #cybertruck speaks to a different market",cybertruck
357,"Tesla's Cybertruck is one of the most polarizing #automobile designs to debut in decades. Give a ""like"" if you would drive this new futuristic looking vehicle?  https://zurl.co/0EufÂ 
#automobileserviceco #cybertruck #innovation #futuristic",cybertruck
358,Forget the Model Y. How about a #Cybertruck styled #Cyberhatch? pic.twitter.com/AOvXeeEGk7,cybertruck
359,"WHAT A ðŸ’¥ðŸ’¥ BLAST ðŸ’¥ðŸ’¥
I just had being on The Greatness Unlimited podcast with â¦@thecoachchris_â© 

We talked everything from #DonaldTrump to #Cybertruck ...

Enjoyed being on the show Chris. Thanks for having me.

Youâ€™ll see it soon, Dreamcatchers!  https://podcasts.apple.com/us/podcast/the-greatness-unlimited-podcast/id1288889906Â â€¦",cybertruck
360,Whatâ€™s your favorite color #CYBERTRUCK  pic.twitter.com/NQQR7JaPBX,cybertruck
361,Whatâ€™s you favorite color #CYBERTRUCK  pic.twitter.com/MzeNnTXsLZ,cybertruck
362,"Andrei #Avarvarii is well known for his renders of future vehicles for automotive publications, and he's conjured up what a @Tesla #Robotaxi based on the #Cybertruck aesthetic might look like:  pic.twitter.com/tWaMZ8X35l",cybertruck
363,"You're not helping your point. I'm talking same exact car, not two completely different ones. Make a #Cybertruck the same size as the #Model3 and you might begin to understand my point...",cybertruck
364,Whatâ€™s your favorite color #CYBERTRUCK  pic.twitter.com/6PXdlkJ5q0,cybertruck
365,"Releasing my years of work on #Patreon , these are STL files for #3Dprinting #3dprint
#spacex models, trains #modeltrains #Ho , #Cybertruck #teslatruck  & much more coming!
These are just the first releases.
#viarail #amtrak #mars #ElonMusk 
Enjoy!

  https://www.patreon.com/3DModelShopÂ  pic.twitter.com/gbSaP8YpS7",cybertruck
366,I am thinking about #cybertruck .  The trimotor version has roughly 2x the range of a model S and roughly 2x the energy use per unit distance.  (Very roughly)  So roughly will need 4 model S batteries.  What other Stainless Steel vehicle has 4 model S batteries? Coincidence?,cybertruck
367,Which truck will you buy next? This article will give you some guidance! It compares @Tesla #CyberTruck with @Rivian #R1T and @Ford #F150! @Tesmanian_com #EV https://www.tesmanian.com/blogs/tesmanian-blog/tesla-cybrtrk-ford-f-150-rivian-r1t-specs-price-performance-comparisonÂ â€¦,cybertruck
368,"F150 v.s. #Cybertruck  Really good analysis from a long time â€œtruck guyâ€. Must watch: @elonmusk @tesla
 https://youtu.be/d4nDL18N33IÂ  pic.twitter.com/JDkZ6w7R1o",cybertruck
369,"I never thought I would say this, but... based on the evidence, #DeathStranding would really benefit from having the #Cybertruck ðŸ‘€  https://twitter.com/mortchad/status/1201232032484843520Â â€¦",cybertruck
370,Your not gonna not buy a #CYBERTRUCK  pic.twitter.com/r2NdeCKW34,cybertruck
371,"FOLKS! If you're a FAN of ELON MUSK... you will LOVE the Youtube Channel 'Elon Musk Radio'
ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡
 https://www.youtube.com/channel/UCd5Lq8BMt_eWQgT4c_7RxSwÂ â€¦
ðŸ‘†ðŸ‘†ðŸ‘†ðŸ‘†
#elonmusk #neuralink #spaceX #tesla #cybertruck #artificialintelliegnce #robotics #space #nasa #blueorigin #starship pic.twitter.com/hL0pEwhKTc",cybertruck
372,"Wow, to be sold in 2023, and already today there is a #Cybertruck Owners Club ðŸ¤“ https://www.cybertruckownersclub.com/Â ",cybertruck
373,Yes but I really love the look of the #Cybertruck !!!,cybertruck
374,"That would be amazing, especially if cost was closer to #Cybertruck and not the roadster ðŸ˜€",cybertruck
375,Trucks don't need to be pretty. They just need to be useful and save money. Tesla #CyberTruck does both. $TSLA #Tesla https://twitter.com/skorusARK/status/1202352713545203715Â â€¦,cybertruck
376,#purp #cybertruck  https://www.instagram.com/p/B5q4GTcFgTv/?igshid=b4h17sqmb132Â â€¦,cybertruck
377,"From really looking the comparisons to a character, Would say the @Tesla #cybertruck is Robocop @elonmusk pic.twitter.com/MGOgJ70Kw2",cybertruck
378,David Slavick: RT @neontaster: live look at elon musk #cybertruck  pic.twitter.com/5n9px6xill,cybertruck
